id,addr_state,annual_inc,emp_length,emp_title,home_ownership,installment,loan_amnt,purpose,term,int_rate,avg_cur_bal,inq_last_12m,max_bal_bc,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_last_delinq,num_bc_tl,num_il_tl,num_op_rev_tl,num_tl_90g_dpd_24m,num_tl_op_past_12m,open_acc,percent_bc_gt_75,pub_rec_bankruptcies,total_acc,total_bal_ex_mort,loan_status
126075658,OH,80000,10+ years,Technology Consultant,RENT,1230.85,35000,credit_card, 36 months,16.02%,4312,2,6383,121,125,19,3,0,,13,9,15,0,2,18,30,0,28,73298,Fully Paid
127745895,CO,38000,2 years,Physical Education Teacher,RENT,1094.93,32000,credit_card, 36 months,14.08%,2201,2,0,88,49,2,2,0,,5,1,4,0,4,5,0,0,6,11003,Fully Paid
69463333,NJ,100000,10+ years,Manager,MORTGAGE,505.34,15000,debt_consolidation, 36 months,12.99%,1735,1,5633,73,165,3,3,0,,12,1,10,0,2,10,71.4,0,19,17346,Charged Off
46793073,OH,33000,< 1 year,LG Market Manager ,RENT,377.06,15175,credit_card, 60 months,16.99%,2669,,,152,100,20,20,0,12,5,14,7,0,0,9,0,0,24,24023,Fully Paid
131832035,IN,39000,1 year,Sales and Leasing Manager,MORTGAGE,606.99,17500,credit_card, 36 months,15.04%,11663,1,6094,44,71,14,14,2,,9,3,15,0,0,16,62.5,0,24,21012,Fully Paid
117035294,MI,110000,10+ years,Accountant,OWN,155.19,5000,other, 36 months,7.35%,24167,4,23804,134,208,3,3,6,,16,3,8,0,3,9,100,0,41,76743,Fully Paid
65825847,FL,65000,1 year,parts advisor,RENT,628.39,20000,debt_consolidation, 36 months,8.18%,1954,,,114,142,2,2,0,69,16,3,10,2,3,11,11.1,0,22,21497,Charged Off
96766151,TX,44000,,,OWN,437.63,18000,debt_consolidation, 60 months,15.99%,2473,0,2581,151,352,31,13,0,55,4,6,4,0,0,5,100,0,15,9890,Fully Paid
95665120,MN,75329,2 years,Contract Specialist,RENT,134.28,4000,debt_consolidation, 36 months,12.74%,10775,0,5346,172,120,56,6,0,47,4,10,3,0,1,6,100,0,15,64648,Fully Paid
96956241,KS,40000,< 1 year,wind turbine technician,MORTGAGE,325.74,14400,debt_consolidation, 60 months,12.74%,6974,1,4102,85,106,8,5,1,,5,5,8,0,2,13,20,0,17,32715,Fully Paid
6809240,NJ,73000,10+ years,M&R Electric,MORTGAGE,675.49,22000,debt_consolidation, 36 months,6.62%,56085,,,106,171,5,5,6,,7,1,5,0,2,6,50,0,19,43698,Fully Paid
75325589,GA,140000,4 years,Senior 3D designer,MORTGAGE,496.9,16000,home_improvement, 36 months,7.39%,34604,1,27785,186,235,45,2,4,,6,6,6,0,1,8,100,0,20,45375,Fully Paid
1371438,FL,40000,10+ years,miami dade county health department,RENT,408.22,12000,credit_card, 36 months,13.67%,,,,,,,,0,,,,,,,11,83.3,0,12,15153,Fully Paid
1436824,CA,70000,,,MORTGAGE,223.17,6900,home_improvement, 36 months,10.16%,,,,,,,,3,,,,,,,22,8.3,0,40,40330,Fully Paid
88969939,NY,59895,10+ years,letter carrier,RENT,607.34,25200,debt_consolidation, 60 months,15.59%,1136,2,9878,130,154,3,3,0,,13,5,18,0,4,19,10,0,29,18173,Charged Off
57044395,NY,46000,10+ years,Court clerk ,OWN,558.48,20225,debt_consolidation, 60 months,21.99%,10923,,,145,346,11,10,6,,8,14,10,0,3,15,66.7,0,39,60196,Charged Off
125383174,WV,72000,9 years,Radiation Therapist,MORTGAGE,1026.5,30000,credit_card, 36 months,14.08%,11092,4,8821,65,98,13,6,1,23,4,5,8,0,2,12,50,0,17,58797,Fully Paid
113851433,NY,96421,2 years,Account Executive,RENT,729.87,30000,major_purchase, 60 months,16.02%,7348,1,4191,2,102,4,2,0,,3,1,4,0,2,5,0,0,7,36741,Charged Off
130060942,CA,140000,5 years,Set lighting ,RENT,608.09,25000,debt_consolidation, 60 months,16.01%,3816,3,4801,155,101,6,6,0,,6,7,14,0,4,16,16.7,0,22,61059,Fully Paid
73589161,CA,81000,10+ years,Building Maintenance Supervisor,MORTGAGE,564.18,24000,major_purchase, 60 months,14.46%,6399,3,1515,122,262,6,6,5,38,10,6,13,0,3,15,0,0,30,76792,Charged Off
74603072,MO,35000,4 years,Assembly,MORTGAGE,228.35,7000,debt_consolidation, 36 months,10.75%,5711,3,2523,74,41,8,8,1,52,2,11,4,0,2,8,0,0,17,35091,Fully Paid
43570311,TX,45637,1 year,Teacher,MORTGAGE,273.39,8000,credit_card, 36 months,13.99%,24540,,,64,166,4,2,1,30,5,7,5,0,4,7,100,1,17,3477,Fully Paid
94070407,NE,72000,10+ years,managerment,MORTGAGE,329.72,10000,debt_consolidation, 36 months,11.49%,12846,4,6892,131,204,8,8,4,,10,11,6,0,1,10,100,0,28,49066,Fully Paid
22243363,CA,50000,9 years,Finance Manager,RENT,433.05,14000,debt_consolidation, 36 months,7.12%,1711,,,150,156,3,3,0,,9,10,12,0,4,16,14.3,0,27,27376,Fully Paid
2364664,VA,150000,10+ years,ISC,MORTGAGE,635.07,20000,debt_consolidation, 36 months,8.90%,39470,,,118,194,36,7,8,20,8,2,7,1,2,9,40,0,24,26253,Fully Paid
40353813,TX,80000,,,MORTGAGE,664.2,20000,debt_consolidation, 36 months,11.99%,8339,,,121,142,6,6,0,,4,7,7,0,3,9,0,0,14,75054,Fully Paid
7346073,CA,120000,7 years,orkin,MORTGAGE,385.79,16000,credit_card, 60 months,15.61%,27926,,,132,158,11,3,2,22,13,7,6,1,3,13,66.7,0,26,65634,Charged Off
16522443,WI,50000,10+ years,Pressman,RENT,773.17,22950,credit_card, 36 months,12.99%,9817,,,173,259,25,20,1,,5,7,5,0,0,6,25,0,18,58902,Fully Paid
61529710,MA,110000,6 years,Assistant Superintendent,MORTGAGE,637.58,20000,debt_consolidation, 36 months,9.17%,35063,,,264,164,22,22,4,18,2,18,2,0,0,11,100,1,25,162005,Fully Paid
73428627,PA,140000,10+ years,Human Resources Manager,RENT,686.54,32500,debt_consolidation, 60 months,9.75%,4018,1,18897,209,476,7,7,3,,18,8,16,0,2,16,45.5,0,37,64291,Fully Paid
73570556,OR,42012,10+ years,Administrative Assistant,RENT,180.69,6000,debt_consolidation, 36 months,5.32%,958,0,2600,260,253,5,5,0,23,5,6,8,0,1,9,50,0,17,8626,Fully Paid
128304703,MA,75000,4 years,Assistant Director,RENT,417.85,17175,debt_consolidation, 60 months,16.02%,4344,2,12478,102,126,5,5,0,,6,12,10,0,2,14,20,0,29,60812,Fully Paid
75679926,FL,39000,9 years,teacher,RENT,246.83,10500,debt_consolidation, 60 months,14.46%,1986,1,4944,121,298,18,16,0,41,7,3,6,0,0,8,33.3,0,12,15886,Fully Paid
93129265,TX,97000,6 years,Physician assistant ,MORTGAGE,216.11,7000,other, 36 months,6.99%,18185,0,13993,141,139,20,20,1,,8,15,6,0,0,17,20,0,27,108659,Fully Paid
29994630,IL,58000,7 years,Driver,MORTGAGE,266.02,7675,home_improvement, 36 months,14.99%,2236,,,150,195,2,2,2,,6,6,10,0,1,12,100,1,25,26834,Charged Off
5034657,FL,26500,1 year,Dick's Sporting Goods,RENT,126.62,3700,debt_consolidation, 36 months,14.09%,2840,,,67,40,15,15,0,,2,14,4,0,0,13,100,0,18,36924,Fully Paid
3372123,CO,171000,2 years,Accenture ,MORTGAGE,918.55,28000,debt_consolidation, 36 months,11.14%,41105,,,142,221,82,11,8,14,17,10,8,1,1,11,60,0,52,47473,Fully Paid
75133897,IL,90000,10+ years,delivery cooridinator,MORTGAGE,337.3,9425,debt_consolidation, 36 months,17.27%,12922,3,2895,141,30,5,5,5,,4,1,5,0,3,7,25,1,11,6777,Fully Paid
65608035,ME,111000,10+ years,Creative Strategy Director,RENT,258.1,8000,debt_consolidation, 36 months,9.99%,36637,,,151,198,5,5,0,33,8,21,5,0,2,7,66.7,0,32,183185,Charged Off
92575086,CT,55000,6 years,Manager,MORTGAGE,281.22,8000,debt_consolidation, 36 months,15.99%,2786,13,606,131,129,3,3,0,,7,6,9,0,8,12,0,1,19,33432,Fully Paid
94150076,NJ,41900,10+ years,Hygiene Coordinator ,RENT,372.21,16000,debt_consolidation, 60 months,13.99%,2535,2,6358,117,119,3,3,0,73,10,5,13,0,2,14,28.6,0,27,35493,Charged Off
72592669,CT,85000,5 years,permanent,OWN,714.37,21000,debt_consolidation, 36 months,13.67%,1221,3,3211,119,119,4,4,3,27,12,5,16,0,3,17,0,0,40,20765,Charged Off
134764106,TX,74000,< 1 year,Transportation Assistant ,RENT,525.45,16000,debt_consolidation, 60 months,30.79%,1606,2,4557,167,441,1,1,2,36,13,15,25,0,3,27,44.4,1,47,43370,Fully Paid
80769673,NC,124000,10+ years,Project Manager,MORTGAGE,382.5,12000,debt_consolidation, 36 months,9.16%,17804,1,3049,152,200,0,0,3,14,4,17,5,0,3,10,100,0,28,34389,Fully Paid
111599311,CA,24000,< 1 year,Warehouse agent ,RENT,190.29,5600,credit_card, 36 months,13.59%,3579,2,703,39,63,54,39,0,40,2,1,2,0,0,3,50,0,3,10736,Charged Off
102299369,CA,28716,,,MORTGAGE,164.62,5000,debt_consolidation, 36 months,11.39%,1452,0,2948,,564,22,22,0,,6,0,9,0,0,9,100,1,15,13065,Fully Paid
115093288,TX,62000,< 1 year,Manager,OWN,339.79,10000,major_purchase, 36 months,13.59%,5735,1,472,150,47,25,8,0,,3,9,3,0,2,6,0,0,13,34411,Charged Off
95062889,OK,47000,10+ years,Operations Manager,MORTGAGE,520.22,14000,major_purchase, 36 months,19.99%,8463,1,2970,121,147,4,4,2,45,12,5,6,0,2,10,80,0,21,31564,Charged Off
94303371,IL,67900,5 years,Bus Operator,RENT,437.42,12800,credit_card, 36 months,13.99%,3543,5,6486,139,237,11,2,0,33,6,12,12,0,3,15,20,0,32,53142,Fully Paid
61473270,CA,85000,10+ years,Asst. Manager,OWN,659.81,20000,major_purchase, 36 months,11.53%,5361,,,52,186,4,4,0,35,7,3,6,0,3,8,50,0,12,37526,Fully Paid
5335018,FL,54000,5 years,Baptist Medical Center,RENT,273.78,8000,debt_consolidation, 36 months,14.09%,2623,,,253,346,4,4,2,36,7,12,10,0,3,12,50,0,41,31474,Fully Paid
88993857,CT,566600,< 1 year,General Counsel,MORTGAGE,568.46,20800,home_improvement, 60 months,21.49%,115599,4,20040,123,411,20,4,2,5,11,32,7,0,2,22,80,0,50,1501187,Fully Paid
41781144,NJ,38000,3 years,Senior Customer Support Rep,RENT,285.94,11200,debt_consolidation, 60 months,18.25%,1570,,,95,113,4,4,0,54,10,11,15,0,9,21,0,0,29,32978,Charged Off
114087495,CO,130000,10+ years,Solution Consultant,MORTGAGE,210.81,7000,debt_consolidation, 36 months,5.32%,24167,2,2610,145,311,17,3,5,16,8,10,9,0,2,15,40,0,32,94074,Fully Paid
51979811,CT,53000,10+ years,Machine Operator,OWN,335.31,14975,credit_card, 60 months,12.29%,14687,,,120,247,7,7,2,54,12,8,10,0,3,18,0,0,31,75944,Fully Paid
71894668,CA,56000,10+ years,Program Manager,RENT,444.79,20000,debt_consolidation, 60 months,11.99%,2220,1,2282,160,262,1,1,0,,13,5,7,0,3,9,0,1,28,19984,Charged Off
66434877,IN,71000,10+ years,Police Officer,MORTGAGE,810.74,24000,credit_card, 36 months,13.18%,51684,,,123,251,33,4,9,15,9,11,2,0,2,5,100,0,37,52947,Fully Paid
96965729,IN,57000,10+ years,Branch Manager ,MORTGAGE,757.29,24000,debt_consolidation, 60 months,28.69%,7078,2,8843,142,333,8,8,1,3,6,7,13,0,2,15,66.7,0,26,47160,Charged Off
133785485,TX,75320,10+ years,Operations Analyst,MORTGAGE,923.99,30000,other, 36 months,6.83%,31095,4,4460,120,127,55,7,1,,3,38,5,0,1,8,0,0,46,83595,Charged Off
1187787,NJ,95000,4 years,Mount Sinai Medical Center,MORTGAGE,373.94,12000,debt_consolidation, 36 months,7.62%,,,,,,,,,,,,,,,10,,0,30,,Fully Paid
146322582,CA,200000,10+ years,Principal engineer,RENT,665.94,21000,debt_consolidation, 36 months,8.81%,4424,5,4878,116,147,30,7,0,,12,25,7,0,3,14,20,0,42,61931,Fully Paid
71612617,NY,70000,8 years,Office Manager,MORTGAGE,617.27,20000,debt_consolidation, 36 months,6.97%,12120,1,5136,95,360,3,3,1,23,12,2,24,0,4,29,40,0,39,42646,Fully Paid
63979448,PA,245000,10+ years,COO,MORTGAGE,625.72,20000,car, 36 months,7.89%,18798,,,148,156,8,6,4,65,21,11,13,0,3,18,9.1,0,45,48562,Fully Paid
99576677,MT,90000,7 years,Gm,MORTGAGE,395.66,12000,credit_card, 36 months,11.49%,29122,1,5445,115,116,6,6,3,16,8,10,8,0,3,12,25,0,26,58576,Fully Paid
78128320,CA,94345,9 years,Manager,MORTGAGE,272.15,8000,home_improvement, 36 months,13.67%,31181,1,389,121,179,1,1,2,75,7,5,9,0,6,12,0,0,18,41121,Fully Paid
83840333,PA,65000,< 1 year,Audio/video Technician,RENT,659.43,20000,debt_consolidation, 36 months,11.49%,2612,1,5967,117,182,4,4,0,,7,10,5,0,2,9,33.3,1,24,23507,Fully Paid
43349610,NY,32000,,,MORTGAGE,379.37,10850,debt_consolidation, 36 months,15.61%,4728,,,110,123,37,37,0,,3,3,4,0,0,4,100,0,7,18910,Charged Off
74825912,CA,40500,,,MORTGAGE,135.53,3550,debt_consolidation, 36 months,21.97%,1393,7,962,129,155,2,2,1,77,7,16,12,0,5,14,25,1,38,19495,Charged Off
129622640,CA,55000,3 years,Auto Sales,RENT,187.91,6000,credit_card, 36 months,7.96%,1884,1,1674,52,52,4,4,0,,7,11,16,0,9,19,14.3,0,32,35793,Fully Paid
97619858,MI,46000,10+ years,sales,MORTGAGE,277.29,8000,debt_consolidation, 36 months,14.99%,5752,4,3613,121,125,4,4,1,,7,4,14,0,2,16,100,1,25,22951,Fully Paid
125317858,FL,150000,10+ years,Correctional Corporal,RENT,902.37,40000,other, 60 months,12.62%,5058,0,0,156,195,31,26,1,62,3,8,3,0,0,4,0,1,13,20233,Fully Paid
93565692,MN,350000,6 years,Senior Vice President Sales,RENT,1096.62,35000,debt_consolidation, 36 months,7.99%,63736,1,35095,140,274,28,13,5,,13,12,6,0,0,12,100,0,32,118425,Fully Paid
42723273,CO,65000,10+ years,Account Representative,MORTGAGE,49.17,1600,credit_card, 36 months,6.68%,40035,,,122,156,20,12,3,,4,1,5,0,2,6,0,1,11,1749,Fully Paid
892757,MA,96000,5 years,Shared Technology group services inc,RENT,460.1,20000,debt_consolidation, 60 months,13.49%,,,,,,,,,,,,,,,6,,0,12,,Fully Paid
156747472,MD,102000,< 1 year,Loan Specialist ,MORTGAGE,319.03,9550,credit_card, 36 months,12.40%,52110,2,25616,151,157,5,3,11,,7,9,6,0,2,10,66.7,0,29,54819,Fully Paid
68503836,CT,400000,10+ years,VP Operations,MORTGAGE,461.64,21000,credit_card, 60 months,11.48%,139747,0,34199,117,182,18,6,6,26,10,6,4,1,1,7,66.7,0,29,68078,Fully Paid
109343658,OR,70000,10+ years,Teacher,RENT,721.89,32000,credit_card, 60 months,12.62%,4792,0,9920,141,275,44,44,2,17,7,11,4,1,0,8,75,0,21,38336,Fully Paid
71006308,FL,56760,< 1 year,Exec,RENT,321.5,10000,credit_card, 36 months,9.75%,2433,0,3179,21,107,11,11,0,,7,1,8,0,2,9,14.3,0,10,21897,Fully Paid
77141760,CA,69000,,,RENT,219.91,6000,debt_consolidation, 36 months,18.99%,2514,10,9792,109,459,3,3,1,35,20,6,14,0,6,15,57.1,0,43,30164,Fully Paid
111478990,CA,70000,10+ years,hairdresser,RENT,326.97,10000,debt_consolidation, 36 months,10.91%,667,0,1863,,68,10,10,0,,7,0,8,0,3,8,20,0,10,5334,Charged Off
57245162,PA,153000,1 year,CRNA,MORTGAGE,966.47,35000,home_improvement, 60 months,21.99%,7594,,,160,140,12,12,3,,4,17,6,0,1,17,66.7,1,31,129092,Fully Paid
73601236,NV,70000,10+ years,IT Finance,MORTGAGE,1028.67,30975,debt_consolidation, 36 months,11.99%,2438,6,13,152,140,22,22,1,49,14,9,11,0,0,14,0,1,26,31695,Fully Paid
76301460,OH,66000,2 years,Product Development Engineer,MORTGAGE,722.76,24000,debt_consolidation, 36 months,5.32%,29907,5,6470,115,117,29,9,1,,4,10,5,0,1,8,75,0,16,128513,Fully Paid
43286903,WA,120000,10+ years,tug master,MORTGAGE,550.79,18000,credit_card, 36 months,6.39%,18472,,,63,100,15,12,4,,4,8,10,0,1,16,0,0,23,77143,Fully Paid
34284302,FL,106000,10+ years,Battalion Chief,RENT,662.21,25000,home_improvement, 60 months,19.99%,4237,,,109,172,3,3,0,37,4,2,4,0,3,5,50,0,8,21187,Fully Paid
60874291,TX,68000,3 years,IT Lead/Consultant,MORTGAGE,193.58,6000,debt_consolidation, 36 months,9.99%,3582,,,141,135,5,1,2,8,11,17,12,3,7,14,0,1,45,5042,Fully Paid
46611533,LA,92500,10+ years,Instructor/Operations Manager,MORTGAGE,558.32,24000,debt_consolidation, 60 months,13.99%,12798,,,140,280,13,3,7,,10,11,17,0,3,21,62.5,0,42,62132,Fully Paid
117276952,NJ,260000,10+ years,Accounting Manager,MORTGAGE,809.69,25850,debt_consolidation, 36 months,7.97%,27698,2,6660,253,157,13,10,4,52,15,6,10,0,1,15,28.6,0,33,117335,Fully Paid
131019433,UT,75000,4 years,Sr eLearning Developer,MORTGAGE,939.54,30000,debt_consolidation, 36 months,7.96%,21874,0,8913,187,229,2,2,1,3,16,17,9,0,2,12,28.6,0,38,69820,Fully Paid
75299799,FL,50000,10+ years,Supervisor,MORTGAGE,306.45,10000,credit_card, 36 months,6.49%,2460,3,3342,107,211,5,5,3,66,7,3,11,0,2,12,0,1,21,27058,Fully Paid
94211002,KY,52000,7 years,Assistant trainer,OWN,703.05,20000,debt_consolidation, 36 months,15.99%,4289,1,6929,134,301,5,5,2,21,10,7,10,0,4,11,33.3,0,35,38600,Charged Off
657036,WI,45756,8 years,Humana Insurance Company,RENT,310.1,10000,major_purchase, 36 months,7.29%,,,,,,,,,,,,,,,7,,0,14,,Fully Paid
54534925,IN,120400,10+ years,Business Analysis Senior,MORTGAGE,204.23,6500,credit_card, 36 months,8.18%,23398,,,129,326,30,25,3,,6,6,7,0,0,11,100,0,18,65671,Fully Paid
13157837,MI,96000,,,MORTGAGE,342.56,10000,home_improvement, 36 months,14.16%,13089,,,250,164,0,0,3,35,8,20,11,0,3,15,0,0,45,45606,Fully Paid
73814648,WA,50000,5 years,Pre Doctoral Lecturer,RENT,332.1,10000,credit_card, 36 months,11.99%,30280,1,4381,222,151,54,7,0,73,2,23,3,0,1,7,100,0,33,211959,Fully Paid
146983058,IL,72000,2 years,General Manager,MORTGAGE,299.68,7700,debt_consolidation, 36 months,23.40%,6334,3,3046,42,156,6,1,2,2,6,3,5,0,3,7,20,0,11,18776,Fully Paid
34334196,IN,50000,10+ years,m.o.t,RENT,550.75,14975,debt_consolidation, 36 months,19.24%,2285,,,148,106,9,4,0,64,3,23,4,0,7,9,50,0,29,20568,Fully Paid
22922804,MO,65000,10+ years,1st Grade Teacher,RENT,172.09,5000,debt_consolidation, 36 months,14.49%,4505,,,131,115,0,0,0,58,11,11,2,0,2,6,0,0,29,27031,Fully Paid
93454364,AL,36000,1 year,Contract admin,OWN,273.39,8000,debt_consolidation, 36 months,13.99%,7175,9,2320,5,106,2,2,0,,4,1,5,0,2,6,100,0,7,43051,Charged Off
77410548,CA,76079,10+ years,Sr. Project Manager,RENT,478.12,15000,debt_consolidation, 36 months,9.16%,5505,1,8313,157,171,42,31,0,,3,11,7,0,0,11,33.3,0,19,60559,Fully Paid
134703605,IL,75000,2 years,treatment Consultant  ,MORTGAGE,457.63,15000,credit_card, 36 months,6.19%,14723,2,4538,151,134,6,2,2,47,14,10,13,0,3,16,16.7,0,40,59119,Fully Paid
10598047,MI,61000,,,MORTGAGE,498.88,22000,debt_consolidation, 60 months,12.85%,18992,,,167,226,11,5,1,,2,9,6,0,2,8,100,0,22,29124,Charged Off
63999506,NJ,60000,8 years,Senior Project Manager,RENT,442.64,13425,debt_consolidation, 36 months,11.49%,5174,,,115,173,6,6,0,33,12,2,9,0,1,10,20,0,23,46566,Fully Paid
125157566,OH,32000,,,RENT,205.3,6000,other, 36 months,14.08%,3134,0,1689,122,194,4,4,2,26,2,4,4,0,1,5,100,1,12,15670,Fully Paid
100107564,PA,57000,4 years,sales,MORTGAGE,267.31,8500,home_improvement, 36 months,8.24%,22388,1,8492,76,249,43,15,2,52,2,8,2,0,0,7,100,0,14,31255,Fully Paid
40959606,NY,100000,10+ years,Underwriting Manager,MORTGAGE,886.11,35000,home_improvement, 60 months,17.86%,6231,,,114,299,4,4,1,22,12,4,15,0,2,18,33.3,0,29,105928,Fully Paid
110707334,IN,35000,< 1 year,Mail carrier,MORTGAGE,192.03,6000,debt_consolidation, 36 months,9.44%,4835,5,130,58,59,41,6,0,33,1,5,4,0,2,6,0,0,10,24174,Charged Off
55554550,CA,65000,10+ years,Sr. Ex. Secretary,MORTGAGE,258.1,8000,credit_card, 36 months,9.99%,10341,,,164,156,2,2,3,,13,7,14,0,6,19,20,1,39,26403,Fully Paid
18515137,CA,94000,10+ years,court reporter,RENT,485.07,15000,debt_consolidation, 36 months,10.15%,4739,,,146,267,19,11,0,,9,4,12,0,1,13,40,0,23,42653,Fully Paid
112457282,AZ,53000,6 years,Maintenance Specialist,RENT,520.35,15000,debt_consolidation, 36 months,15.05%,1360,0,4694,68,109,8,8,1,,3,2,6,0,1,6,33.3,0,11,8160,Charged Off
87004835,CA,50000,2 years,PUBLIC SAFETY DISPATCHER,RENT,309.9,9225,debt_consolidation, 36 months,12.79%,3299,0,1434,96,166,16,16,0,25,3,15,3,0,0,15,0,0,22,49481,Fully Paid
17303290,FL,75076,10+ years,Sr Accountant,MORTGAGE,856.61,34475,debt_consolidation, 60 months,16.99%,13546,,,132,197,3,3,3,,6,3,9,0,4,11,33.3,0,24,26976,Fully Paid
78368756,MD,114000,7 years,Project Manager,MORTGAGE,1179.12,35000,credit_card, 36 months,12.99%,23519,1,18857,113,172,6,6,4,,9,3,12,0,1,14,83.3,0,27,61583,Fully Paid
1502687,CA,70000,1 year,Crossroads School,MORTGAGE,508.06,16000,debt_consolidation, 36 months,8.90%,47563,,,104,282,7,3,3,,10,8,4,0,2,9,75,0,22,79015,Fully Paid
74612514,OH,57000,10+ years,Truck driver ,MORTGAGE,195.73,6000,debt_consolidation, 36 months,10.75%,11181,3,89,173,91,13,2,0,,2,8,2,0,1,5,0,1,11,55906,Fully Paid
110658482,NV,21000,9 years,sales associate,RENT,253.28,7000,debt_consolidation, 36 months,18.06%,1066,0,2729,99,28,8,8,0,,4,8,7,0,1,8,25,0,15,8525,Fully Paid
22323363,AR,52000,8 years,manager / server,MORTGAGE,628.16,21800,home_improvement, 60 months,24.08%,22725,,,102,94,4,4,1,8,6,3,7,0,3,9,50,0,17,35809,Charged Off
37681897,CA,72000,9 years,Teacher,RENT,625.75,24000,debt_consolidation, 60 months,19.24%,7892,,,187,237,1,1,1,30,11,15,4,0,4,10,33.3,0,35,78922,Charged Off
76935487,NJ,67200,10+ years,SN Supply Sergeant,MORTGAGE,462.96,15000,debt_consolidation, 36 months,6.97%,28168,4,4039,152,266,77,9,3,15,2,7,5,1,1,8,100,0,19,33804,Fully Paid
102824358,CA,68244,10+ years,Journeyman Electrician ,RENT,423.82,16000,debt_consolidation, 60 months,19.99%,6083,3,9856,66,191,8,8,0,,5,5,7,0,2,10,100,0,16,60832,Charged Off
93081925,OR,31200,4 years,Sales Manager,RENT,74.65,2200,debt_consolidation, 36 months,13.49%,3864,10,3172,73,236,3,3,0,52,9,5,6,0,4,7,0,0,15,27046,Fully Paid
36029258,TX,95000,10+ years,Armorer,MORTGAGE,411.98,20000,debt_consolidation, 60 months,8.67%,11440,,,83,315,12,7,3,,4,4,9,0,2,11,75,0,18,31447,Fully Paid
103528662,NJ,135000,1 year,Consultant,MORTGAGE,1080.54,35000,debt_consolidation, 36 months,6.99%,45293,0,14832,124,296,78,29,2,,5,3,5,0,0,7,0,0,13,32396,Fully Paid
84055096,MI,33000,10+ years,Patient care tech,RENT,173.51,4800,debt_consolidation, 36 months,17.99%,2495,8,2645,114,105,4,4,0,6,5,10,8,1,1,9,20,0,19,22459,Fully Paid
31376435,NY,111000,10+ years,Operations Manager,MORTGAGE,1131.82,35000,debt_consolidation, 36 months,10.15%,26980,,,142,270,5,5,4,22,16,10,9,0,1,14,50,0,40,115244,Fully Paid
133377822,CA,19200,,,RENT,139.63,4000,debt_consolidation, 36 months,15.49%,1238,2,1670,,21,5,5,0,,2,0,4,0,3,4,0,0,5,4951,Fully Paid
91131688,AL,58000,1 year,Materials Coordinator,MORTGAGE,157.13,4800,credit_card, 36 months,10.99%,5498,4,1691,157,71,2,2,2,3,8,17,10,0,4,13,16.7,1,32,11066,Fully Paid
123993854,HI,40000,8 years,Military ,RENT,469.16,14000,debt_consolidation, 36 months,12.62%,10379,0,0,149,97,23,14,0,10,0,8,2,1,0,5,,0,11,51896,Fully Paid
97257865,FL,180000,10+ years,owner,RENT,956.17,29000,credit_card, 36 months,11.49%,6439,9,6708,123,126,7,4,1,44,14,15,16,0,4,21,28.6,0,48,128784,Fully Paid
110016463,GA,140000,10+ years,Finance Director,MORTGAGE,202.63,10000,debt_consolidation, 60 months,7.97%,18423,0,18890,160,483,18,11,6,,8,18,12,0,1,20,20,0,42,80414,Fully Paid
48609780,CA,79500,2 years,Claims Examiner,RENT,790.82,35000,credit_card, 60 months,12.69%,6314,,,147,178,27,25,0,,8,6,8,0,0,10,60,0,17,56822,Charged Off
129000104,NY,80000,7 years,Patient Financial Counselor,RENT,647.2,23000,debt_consolidation, 60 months,22.91%,3524,0,5880,,74,28,28,0,,4,0,6,0,0,6,100,0,7,21145,Charged Off
57618277,CA,56800,10+ years,ACCESS  SERVICES LEAD,RENT,389.69,17000,debt_consolidation, 60 months,13.33%,3737,,,10,292,36,10,0,,9,1,11,0,1,14,77.8,0,14,52314,Charged Off
15850688,NC,85000,< 1 year,Revenue Cycle Advisor,MORTGAGE,1059.02,30000,debt_consolidation, 36 months,16.29%,9908,,,152,129,2,2,4,30,10,24,17,0,7,25,50,0,55,94496,Fully Paid
65404136,CA,140000,,,MORTGAGE,628.39,20000,debt_consolidation, 36 months,8.18%,3194,,,153,259,50,50,1,36,4,2,5,0,0,5,100,0,17,15970,Fully Paid
45524314,PA,140000,10+ years,Partner,MORTGAGE,594.78,28000,home_improvement, 60 months,9.99%,5155,,,114,310,5,5,3,,12,3,15,0,1,16,0,0,34,11667,Fully Paid
134410664,CA,28800,1 year,Packer,RENT,206.59,6000,other, 36 months,14.52%,19,3,19,,224,9,9,0,,2,0,2,0,1,2,0,0,2,19,Charged Off
84690597,NY,36000,< 1 year,driver,RENT,164.86,5000,debt_consolidation, 36 months,11.49%,1163,2,1854,43,30,1,1,0,,3,1,3,0,1,3,66.7,0,4,3488,Charged Off
648247,OH,62000,6 years,Abercrombie and Fitch,RENT,387.63,12500,credit_card, 36 months,7.29%,,,,,,,,,,,,,,,10,,0,24,,Fully Paid
30125030,IN,360000,9 years,ATTORNEY,MORTGAGE,1204.57,35000,medical, 36 months,14.49%,23004,,,172,170,6,6,4,82,14,13,6,0,3,16,80,0,35,182123,Fully Paid
88166606,NC,240000,10+ years,SVP,OWN,616.8,30000,credit_card, 60 months,8.59%,33885,2,13959,72,293,1,1,5,17,11,8,9,0,5,17,0,0,30,196967,Fully Paid
